Exame,Teste,Treino,InstanciaExame,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsCategory,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC
912,False,True,58,447bcf5f72f6ec42f8ab4604134780a6,/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png,1200,1600,3,1,644,1129,749,1221
912,False,True,54,447bcf5f72f6ec42f8ab4604134780a6,/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png,1200,1600,3,1,206,1299,288,1374
912,False,True,75,447bcf5f72f6ec42f8ab4604134780a6,/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png,1200,1600,3,0,872,206,953,286
912,False,True,76,447bcf5f72f6ec42f8ab4604134780a6,/images/4736f545-1f1f-4d77-9241-d69cbf4dae35.png,1200,1600,3,0,624,981,723,1085
913,False,True,69,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,1,879,197,1006,343
913,False,True,66,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,1,431,258,509,365
913,False,True,93,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,1,471,548,589,644
913,False,True,2,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,1,549,765,644,861
913,False,True,65,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,0,297,838,384,952
913,False,True,75,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,0,117,1364,218,1470
913,False,True,74,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,0,10,1198,95,1287
913,False,True,73,eb385b7ff84d36f7ecc29aaa9e85c61a,/images/03c8da48-04b9-4520-b674-44a0ecd35688.png,1200,1600,3,0,283,981,388,1084
914,False,True,39,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,1,900,1365,1012,1482
914,False,True,17,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,1,135,917,265,1030
914,False,True,23,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,1,782,758,897,891
914,False,True,43,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,0,318,419,441,538
914,False,True,45,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,0,902,1478,994,1560
914,False,True,47,876d7603cc210750baf1949c2416ddef,/images/565513be-2c20-4ee3-94f3-093869515d3d.png,1200,1600,3,0,693,1007,799,1093
915,False,True,90,5e9bfdaab857cb27d84b485f74d143dc,/images/a7c3c52f-3b40-4c92-a212-df9462cf25d8.png,1200,1600,3,1,283,1205,378,1303
915,False,True,69,5e9bfdaab857cb27d84b485f74d143dc,/images/a7c3c52f-3b40-4c92-a212-df9462cf25d8.png,1200,1600,3,0,472,1486,563,1586
916,False,True,70,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,1,673,1383,787,1493
916,False,True,79,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,1,118,635,224,780
916,False,True,11,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,1,664,317,775,444
916,False,True,24,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,1,278,1351,402,1488
916,False,True,60,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,0,768,120,848,218
916,False,True,61,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,0,461,1038,541,1124
916,False,True,62,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,0,14,11,110,100
916,False,True,67,e8e02969936d72e8d1fe0fc835952a20,/images/6bfe6a90-8a69-4171-8e7f-42dc9417c6d9.png,1200,1600,3,0,152,367,237,449
917,False,True,27,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,1,391,1378,508,1554
917,False,True,12,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,1,911,714,1027,845
917,False,True,16,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,1,314,172,443,296
917,False,True,18,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,1,379,496,483,636
917,False,True,29,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,0,199,493,341,606
917,False,True,28,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,0,613,372,728,512
917,False,True,23,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,0,261,899,399,1003
917,False,True,25,e9d7958e4d7ff3c02fba2933f53495cc,/images/faead1c7-bb2c-4adf-bfce-9ff36cd2cf6a.png,1200,1600,3,0,609,1366,709,1498
918,False,True,84,62a45104af028a5007d7f804c34bf459,/images/a2754679-68b0-40f4-be01-bafad5ac1261.png,1200,1600,3,1,163,43,277,179
918,False,True,43,62a45104af028a5007d7f804c34bf459,/images/a2754679-68b0-40f4-be01-bafad5ac1261.png,1200,1600,3,1,952,1338,1055,1465
918,False,True,59,62a45104af028a5007d7f804c34bf459,/images/a2754679-68b0-40f4-be01-bafad5ac1261.png,1200,1600,3,0,1069,948,1159,1039
918,False,True,60,62a45104af028a5007d7f804c34bf459,/images/a2754679-68b0-40f4-be01-bafad5ac1261.png,1200,1600,3,0,1024,879,1116,978
919,False,True,51,eb1c054f226aac63282244a5124a3d2d,/images/f77d7469-d083-4c2d-a4ea-5a9ff162e3e2.png,1200,1600,3,1,375,1366,507,1493
919,False,True,80,eb1c054f226aac63282244a5124a3d2d,/images/f77d7469-d083-4c2d-a4ea-5a9ff162e3e2.png,1200,1600,3,1,131,703,233,827
919,False,True,58,eb1c054f226aac63282244a5124a3d2d,/images/f77d7469-d083-4c2d-a4ea-5a9ff162e3e2.png,1200,1600,3,0,713,1022,800,1103
919,False,True,59,eb1c054f226aac63282244a5124a3d2d,/images/f77d7469-d083-4c2d-a4ea-5a9ff162e3e2.png,1200,1600,3,0,342,1006,434,1100
920,False,True,33,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,179,307,286,484
920,False,True,46,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,1084,630,1200,755
920,False,True,39,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,1016,729,1135,893
920,False,True,40,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,854,1223,952,1361
920,False,True,41,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,290,584,420,706
920,False,True,42,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,25,250,170,382
920,False,True,24,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,1,371,30,485,164
920,False,True,34,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,800,1454,903,1555
920,False,True,26,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,399,252,492,357
920,False,True,27,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,224,774,321,880
920,False,True,28,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,286,325,366,426
920,False,True,29,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,959,1212,1058,1330
920,False,True,30,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,636,509,749,625
920,False,True,31,7ecf3c819ca4859f29154d33986f38e0,/images/acb16781-11ad-4327-874a-5c9c35dcb085.png,1200,1600,3,0,146,743,234,843
921,False,True,70,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,1,1076,1194,1195,1317
921,False,True,44,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,1,198,1394,305,1514
921,False,True,11,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,1,23,1096,130,1226
921,False,True,34,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,1,936,241,1071,364
921,False,True,33,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,1,262,247,393,374
921,False,True,63,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,0,841,75,951,183
921,False,True,56,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,0,119,551,237,661
921,False,True,62,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,0,945,68,1028,162
921,False,True,61,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,0,796,461,877,559
921,False,True,60,2bbd9d15c77fdeb780a365b4d2f40395,/images/1519257c-e3e5-4474-908f-8665b3cf1258.png,1200,1600,3,0,804,1441,909,1548
922,False,True,56,08fbbf85bd0e1715cc75acca881c11ce,/images/f0fe292d-85ae-4c3a-a676-037dde2594e6.png,1200,1600,3,1,463,621,603,750
922,False,True,57,08fbbf85bd0e1715cc75acca881c11ce,/images/f0fe292d-85ae-4c3a-a676-037dde2594e6.png,1200,1600,3,1,320,1236,475,1374
922,False,True,42,08fbbf85bd0e1715cc75acca881c11ce,/images/f0fe292d-85ae-4c3a-a676-037dde2594e6.png,1200,1600,3,0,993,33,1100,173
922,False,True,41,08fbbf85bd0e1715cc75acca881c11ce,/images/f0fe292d-85ae-4c3a-a676-037dde2594e6.png,1200,1600,3,0,249,120,377,249
923,False,True,37,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,1,979,1283,1101,1439
923,False,True,47,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,1,417,128,523,283
923,False,True,11,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,1,863,1163,992,1297
923,False,True,43,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,0,1,1456,115,1562
923,False,True,42,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,0,1002,1480,1092,1575
923,False,True,41,2dbff1df8a8c80b3fe8812e550d3d4df,/images/49288109-80e9-4ec8-96d1-26a0166b8883.png,1200,1600,3,0,886,275,966,376
924,False,True,51,80096405f9b4838452409bee63e8a0c9,/images/e63e1607-f344-43d6-a0d8-e10cf2e5054a.png,1200,1600,3,1,563,824,684,954
924,False,True,37,80096405f9b4838452409bee63e8a0c9,/images/e63e1607-f344-43d6-a0d8-e10cf2e5054a.png,1200,1600,3,0,888,1054,991,1160
925,False,True,15,f78ea315e8f79f0184869d62668c1e8d,/images/ec60ab26-3343-4c5f-9667-cdae999c7d86.png,1200,1600,3,1,663,99,791,236
925,False,True,32,f78ea315e8f79f0184869d62668c1e8d,/images/ec60ab26-3343-4c5f-9667-cdae999c7d86.png,1200,1600,3,0,164,556,283,651
926,False,True,63,dab36b3bee5c954e26ea0576d18786b6,/images/214f1d15-a081-476e-992d-6c3a77f03d59.png,1200,1600,3,1,523,1326,628,1431
926,False,True,29,dab36b3bee5c954e26ea0576d18786b6,/images/214f1d15-a081-476e-992d-6c3a77f03d59.png,1200,1600,3,1,129,194,244,310
926,False,True,60,dab36b3bee5c954e26ea0576d18786b6,/images/214f1d15-a081-476e-992d-6c3a77f03d59.png,1200,1600,3,0,424,88,528,172
926,False,True,61,dab36b3bee5c954e26ea0576d18786b6,/images/214f1d15-a081-476e-992d-6c3a77f03d59.png,1200,1600,3,0,812,946,910,1039
927,False,True,30,a8f12f59a2d5202de73df04f08310564,/images/abf4cf2a-4532-4772-9f0f-9e123cc1713d.png,1200,1600,3,1,558,684,704,832
927,False,True,18,a8f12f59a2d5202de73df04f08310564,/images/abf4cf2a-4532-4772-9f0f-9e123cc1713d.png,1200,1600,3,0,209,1084,329,1187
928,False,True,35,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,1,560,157,681,272
928,False,True,45,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,1,947,1231,1097,1351
928,False,True,52,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,1,423,765,556,858
928,False,True,47,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,1,436,1032,587,1168
928,False,True,5,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,1,177,445,317,570
928,False,True,43,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,0,456,1162,557,1253
928,False,True,42,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,0,99,633,207,740
928,False,True,41,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,0,675,328,775,439
928,False,True,40,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,0,914,778,1032,869
928,False,True,39,17d3d0fc0582553e42380ff0e8959fd7,/images/7abc0d26-dd66-4ef4-8c4e-4a661e589a7f.png,1200,1600,3,0,644,440,760,552
929,False,True,52,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,1,612,1187,757,1310
929,False,True,44,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,1,929,1407,1065,1551
929,False,True,68,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,1,966,236,1142,342
929,False,True,14,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,1,122,39,222,161
929,False,True,47,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,0,479,105,564,189
929,False,True,51,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,0,678,192,777,277
929,False,True,50,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,0,570,671,656,759
929,False,True,49,e1d4f3f7627de47be0c827cc87cb42fd,/images/1c87b997-a8e6-48ca-bf40-19b9a7fd6a96.png,1200,1600,3,0,554,1075,662,1181
930,False,True,38,4060ce1e543f2a5133a016476898713d,/images/8d5d5c22-2f75-4fe1-9ea3-03a3c7b92ea9.png,1200,1600,3,1,464,903,587,1072
930,False,True,23,4060ce1e543f2a5133a016476898713d,/images/8d5d5c22-2f75-4fe1-9ea3-03a3c7b92ea9.png,1200,1600,3,0,53,878,155,989
931,False,True,79,0ea254452d7985fe75812bd0921a9113,/images/93b47b14-7f78-4b31-8897-d63a81fdab01.png,1200,1600,3,1,585,1035,681,1136
931,False,True,83,0ea254452d7985fe75812bd0921a9113,/images/93b47b14-7f78-4b31-8897-d63a81fdab01.png,1200,1600,3,0,914,348,988,496
932,False,True,19,5518d366d6f72688b885be56245c7aa9,/images/f5c395f1-f94c-440d-8221-cc656e52c0b1.png,1200,1600,3,1,112,487,263,609
932,False,True,24,5518d366d6f72688b885be56245c7aa9,/images/f5c395f1-f94c-440d-8221-cc656e52c0b1.png,1200,1600,3,1,89,583,227,703
932,False,True,17,5518d366d6f72688b885be56245c7aa9,/images/f5c395f1-f94c-440d-8221-cc656e52c0b1.png,1200,1600,3,0,716,809,827,927
932,False,True,18,5518d366d6f72688b885be56245c7aa9,/images/f5c395f1-f94c-440d-8221-cc656e52c0b1.png,1200,1600,3,0,71,1016,169,1154
933,False,True,45,b9bfbd4f339c2a1eb44c9d44beb2fca3,/images/58065a0c-d4c5-40fd-bcdc-037f61788482.png,1200,1600,3,1,241,1089,391,1219
933,False,True,46,b9bfbd4f339c2a1eb44c9d44beb2fca3,/images/58065a0c-d4c5-40fd-bcdc-037f61788482.png,1200,1600,3,1,780,578,926,718
933,False,True,28,b9bfbd4f339c2a1eb44c9d44beb2fca3,/images/58065a0c-d4c5-40fd-bcdc-037f61788482.png,1200,1600,3,0,690,460,814,578
933,False,True,36,b9bfbd4f339c2a1eb44c9d44beb2fca3,/images/58065a0c-d4c5-40fd-bcdc-037f61788482.png,1200,1600,3,0,979,296,1084,397
934,False,True,67,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,1,359,1185,471,1310
934,False,True,64,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,1,107,67,250,189
934,False,True,7,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,1,693,1309,802,1432
934,False,True,34,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,1,534,326,641,453
934,False,True,31,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,1,198,1460,333,1589
934,False,True,51,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,0,890,645,986,742
934,False,True,50,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,0,759,258,849,360
934,False,True,49,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,0,168,726,266,827
934,False,True,48,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,0,660,218,765,335
934,False,True,47,89eac78640f759f1073c55977a5cbb1f,/images/724e0c34-32cd-41f1-ae37-586038bc67ab.png,1200,1600,3,0,940,1173,1034,1285
935,False,True,80,ea5bf74117c38441b90dc43006bb48c9,/images/45651e76-4bd0-45e5-895b-edec65f51987.png,1200,1600,3,1,383,898,490,997
935,False,True,53,ea5bf74117c38441b90dc43006bb48c9,/images/45651e76-4bd0-45e5-895b-edec65f51987.png,1200,1600,3,0,433,1106,523,1224
936,False,True,63,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,1,327,168,477,299
936,False,True,62,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,1,408,100,546,239
936,False,True,31,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,1,814,1041,942,1167
936,False,True,48,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,0,1,771,118,889
936,False,True,47,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,0,531,82,631,192
936,False,True,46,2abcc32cda32668e444d4b78799abeef,/images/645cd195-af50-409f-8da9-6e7c7f18ea09.png,1200,1600,3,0,1017,1025,1138,1127
937,False,True,45,11fff0da0b75689a228b32d09722ce6d,/images/0ab56f9a-846d-49e2-a617-c6cc477fdfad.png,1200,1600,3,1,481,818,731,1000
937,False,True,33,11fff0da0b75689a228b32d09722ce6d,/images/0ab56f9a-846d-49e2-a617-c6cc477fdfad.png,1200,1600,3,0,209,762,303,858
938,False,True,52,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,1,230,77,351,207
938,False,True,82,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,1,220,618,367,723
938,False,True,83,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,1,183,462,340,572
938,False,True,47,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,1,645,471,779,597
938,False,True,9,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,1,911,437,1029,555
938,False,True,64,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,0,473,1265,561,1346
938,False,True,65,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,0,823,880,916,964
938,False,True,69,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,0,387,1047,480,1148
938,False,True,67,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,0,936,929,1021,1017
938,False,True,68,1749329e168d64ef9a8a318aabf93d6b,/images/11b72c7b-5c52-44b7-adb7-21eacc25e441.png,1200,1600,3,0,579,1095,664,1179
939,False,True,23,469f3c8798571e914f5dca0f013231db,/images/5397d8e2-bb09-42e7-9861-65ffad0fe94e.png,1200,1600,3,1,73,981,204,1109
939,False,True,34,469f3c8798571e914f5dca0f013231db,/images/5397d8e2-bb09-42e7-9861-65ffad0fe94e.png,1200,1600,3,0,28,503,169,600
940,False,True,36,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,1,688,172,842,287
940,False,True,47,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,1,849,1480,993,1591
940,False,True,20,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,1,790,725,908,840
940,False,True,35,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,0,846,1414,951,1484
940,False,True,34,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,0,866,290,970,385
940,False,True,33,7af75fd646caca775379959653d05e9c,/images/3d1429ed-4619-41f7-8ff3-d698ad28034c.png,1200,1600,3,0,291,1254,386,1362
941,False,True,46,1c6fa4ec0cfe45490bf5909229ac5f3c,/images/6e86206f-dafe-4c28-bacc-7b83b2d40f0c.png,1200,1600,3,1,510,756,661,896
941,False,True,34,1c6fa4ec0cfe45490bf5909229ac5f3c,/images/6e86206f-dafe-4c28-bacc-7b83b2d40f0c.png,1200,1600,3,0,270,92,379,183
942,False,True,75,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,1,646,187,769,302
942,False,True,78,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,1,471,1439,598,1584
942,False,True,45,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,1,2,481,139,597
942,False,True,41,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,1,999,765,1114,874
942,False,True,47,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,1,726,582,862,698
942,False,True,53,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,0,175,1130,286,1239
942,False,True,99,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,0,462,242,551,324
942,False,True,66,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,0,803,531,907,631
942,False,True,67,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,0,1045,420,1154,519
942,False,True,72,9631e83b414d98a054f784550c1a4aa2,/images/80da32ce-8c22-470e-9f35-558c5f7a5df9.png,1200,1600,3,0,273,786,366,890
943,False,True,27,105c3bf28a6df91c718a7c0d804ca4b2,/images/0da07970-3146-479c-8a07-f61ed32814a9.png,1200,1600,3,1,347,1467,482,1584
943,False,True,32,105c3bf28a6df91c718a7c0d804ca4b2,/images/0da07970-3146-479c-8a07-f61ed32814a9.png,1200,1600,3,0,165,1072,280,1189
