Exame,InstanciaExame,Teste,Treino,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC,ObjectsCategory
804,3,0,1,02ff7a62c4ce1dbf340ef510ad83efb7,/images/ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png,1200,1600,3,188,48,324,170,red blood cell
804,4,0,1,02ff7a62c4ce1dbf340ef510ad83efb7,/images/ef83ed4c-2724-4d5f-8abe-1a18d25cea35.png,1200,1600,3,368,42,487,174,red blood cell
805,1,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,453,845,558,962,red blood cell
805,2,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,420,747,517,851,red blood cell
805,3,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,368,54,475,157,red blood cell
805,4,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,332,537,438,642,red blood cell
805,5,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,362,312,451,395,red blood cell
805,6,0,1,20c1af312ac6b4fb0c6249c660679877,/images/c84edeb4-311c-4e82-88f9-ae0505b3ad13.png,1200,1600,3,1071,297,1172,397,red blood cell
807,1,0,1,4276a31094480e51a87e8d89afba1c47,/images/d7c7eb2c-2acd-4f86-8a5a-09ab3dd02d16.png,1200,1600,3,859,959,964,1085,red blood cell
807,2,0,1,4276a31094480e51a87e8d89afba1c47,/images/d7c7eb2c-2acd-4f86-8a5a-09ab3dd02d16.png,1200,1600,3,681,286,774,389,red blood cell
811,1,0,1,cd8227b5b5fe98aae936b5bd7dd47868,/images/b197093e-2928-46a4-8e35-fa5ea7ea6dac.png,1200,1600,3,723,546,829,664,red blood cell
813,1,0,1,b638c9311d14b1309d9c132bad7a18ba,/images/edd3862f-04e1-49cf-97dd-ca566d17e71a.png,1200,1600,3,582,1300,691,1418,red blood cell
813,2,0,1,b638c9311d14b1309d9c132bad7a18ba,/images/edd3862f-04e1-49cf-97dd-ca566d17e71a.png,1200,1600,3,339,309,451,418,red blood cell
813,3,0,1,b638c9311d14b1309d9c132bad7a18ba,/images/edd3862f-04e1-49cf-97dd-ca566d17e71a.png,1200,1600,3,847,537,966,656,red blood cell
814,1,0,1,f0f1c039efc10bdf96665052074628ff,/images/b6573be3-9e04-49c3-9f48-6a145d065363.png,1200,1600,3,462,849,580,969,red blood cell
816,1,0,1,56eeda9d947186f7996395ec25014a71,/images/6388e241-09a2-4fbe-a712-07d8fe714c51.png,1200,1600,3,34,691,146,809,red blood cell
816,2,0,1,56eeda9d947186f7996395ec25014a71,/images/6388e241-09a2-4fbe-a712-07d8fe714c51.png,1200,1600,3,590,614,699,729,red blood cell
817,1,0,1,30250d8f11b9a826d99dc6bb823cf553,/images/8002cb71-0f25-4fa4-a46f-b49e5aeded0c.png,1200,1600,3,395,1380,526,1500,red blood cell
818,1,0,1,68e8cf86aec793defd362bdc8c5334ac,/images/867f30da-2568-4480-9968-cece78c61c64.png,1200,1600,3,398,1026,504,1134,red blood cell
820,1,0,1,27becbf3e0740e27cd117801a33212db,/images/6795acae-e84d-4e97-b9a1-b4f4f0a72cfd.png,1200,1600,3,1030,36,1137,129,red blood cell
820,2,0,1,27becbf3e0740e27cd117801a33212db,/images/6795acae-e84d-4e97-b9a1-b4f4f0a72cfd.png,1200,1600,3,402,545,504,657,red blood cell
821,1,0,1,5b59eed9e1fc1d7096db9acc7ab720f1,/images/83ec8923-6232-40d7-ba1f-a1b8bf7cb66c.png,1200,1600,3,331,325,438,431,red blood cell
823,1,0,1,8f789fe8b1e32a6fdea3e4c33e8d4c4c,/images/56fbae44-4677-47f8-9c3a-22dac043c115.png,1200,1600,3,112,1346,207,1452,red blood cell
823,2,0,1,8f789fe8b1e32a6fdea3e4c33e8d4c4c,/images/56fbae44-4677-47f8-9c3a-22dac043c115.png,1200,1600,3,943,178,1052,293,red blood cell
824,1,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,733,14,835,113,red blood cell
824,2,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,763,152,866,268,red blood cell
824,3,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,964,1388,1068,1512,red blood cell
824,4,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,240,354,343,476,red blood cell
824,5,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,807,1449,915,1563,red blood cell
824,6,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,172,534,296,648,red blood cell
824,7,0,1,d3034443b16d94cb15728d3a76939fbf,/images/2596eb32-1323-41e9-8c0f-64819abcfc73.png,1200,1600,3,245,1481,352,1592,red blood cell
825,1,0,1,cea42ec7f520fb20f05a1a0210efaaa0,/images/24879caf-a327-464c-9cd9-e0f3d9161079.png,1200,1600,3,794,325,897,428,red blood cell
826,1,0,1,cd84e4048b8bd69ac37be91c5bdb9e14,/images/b7a0d235-2217-43b4-aeff-cde4ccaf6789.png,1200,1600,3,255,1268,366,1393,red blood cell
827,1,0,1,e953fa1b64216e4f33c59fb4b7929fde,/images/9e793460-d94c-47ac-b3a7-0d6ad86357da.png,1200,1600,3,1057,275,1185,400,red blood cell
827,2,0,1,e953fa1b64216e4f33c59fb4b7929fde,/images/9e793460-d94c-47ac-b3a7-0d6ad86357da.png,1200,1600,3,602,30,733,165,red blood cell
828,1,0,1,1d723d27c8f5b495d50428c1a8675b52,/images/e4eea7ea-8989-46a9-9c98-25a178146b28.png,1200,1600,3,27,1075,131,1180,red blood cell
829,1,0,1,b0be471c6d6e27f2f899d2ccd7ba451f,/images/94b5a9a1-1c88-4400-aca4-3d56f543fc4a.png,1200,1600,3,555,338,651,446,red blood cell
830,1,0,1,551fbe94e984c727fb1554a697a36bca,/images/e597f7ce-46c6-4dce-9063-50a2703fdd45.png,1200,1600,3,492,1344,591,1440,red blood cell
830,2,0,1,551fbe94e984c727fb1554a697a36bca,/images/e597f7ce-46c6-4dce-9063-50a2703fdd45.png,1200,1600,3,375,565,465,662,red blood cell
831,1,0,1,34efd7a8109a0b39648707041c86b20e,/images/582e4b8b-404e-4b30-9df3-66f2afb3cdb3.png,1200,1600,3,515,1134,621,1258,red blood cell
832,1,0,1,ee6b271613a28ee38236288ec0fc8208,/images/584d62ed-4329-45dd-94ce-e929d8b2bb74.png,1200,1600,3,26,226,134,321,red blood cell
833,1,0,1,a8ca2a277f1f57efc8b8b597a99efa4e,/images/7db1373d-5bbf-47e6-ab40-30cba7678745.png,1200,1600,3,973,578,1072,681,red blood cell
833,2,0,1,a8ca2a277f1f57efc8b8b597a99efa4e,/images/7db1373d-5bbf-47e6-ab40-30cba7678745.png,1200,1600,3,670,456,785,563,red blood cell
834,1,0,1,665bb35330575a62d68d970e7c73a3ad,/images/939ad732-d7c5-4339-b087-4335b49d6a3c.png,1200,1600,3,987,996,1111,1111,red blood cell
835,1,0,1,59ffbddbe6c8066d7cc0a538022ac455,/images/0d098413-6911-4535-b70a-3c3effd8cf49.png,1200,1600,3,868,1319,981,1439,red blood cell
836,1,0,1,2b9cbb09f172a50cd4e7a4be655eae04,/images/72088c26-d2dd-4906-b791-b8947fc7fbe4.png,1200,1600,3,970,1273,1068,1367,red blood cell
837,1,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,24,638,138,764,red blood cell
837,2,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,666,304,773,416,red blood cell
837,3,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,562,288,678,406,red blood cell
837,4,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,879,1168,995,1289,red blood cell
837,5,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,599,12,701,119,red blood cell
837,6,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,772,66,853,168,red blood cell
837,7,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,660,104,761,226,red blood cell
837,8,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,284,8,389,112,red blood cell
837,9,0,1,44b70b6ee53de5839708149d91339a9c,/images/d8632217-ec33-4d0a-98e6-427824c58869.png,1200,1600,3,458,347,569,464,red blood cell
838,1,0,1,529bbdff8eb674cf06daf3c921dfee7b,/images/815bf40c-371a-4d34-aa41-c549c8221881.png,1200,1600,3,1043,1315,1171,1444,red blood cell
839,1,0,1,b58bba277a9a7ebe3af9d92c4514928e,/images/e11515b4-9527-4c23-a0ba-43719bacca0d.png,1200,1600,3,367,1067,470,1169,red blood cell
839,2,0,1,b58bba277a9a7ebe3af9d92c4514928e,/images/e11515b4-9527-4c23-a0ba-43719bacca0d.png,1200,1600,3,261,1399,374,1500,red blood cell
839,3,0,1,b58bba277a9a7ebe3af9d92c4514928e,/images/e11515b4-9527-4c23-a0ba-43719bacca0d.png,1200,1600,3,123,1381,229,1491,red blood cell
839,4,0,1,b58bba277a9a7ebe3af9d92c4514928e,/images/e11515b4-9527-4c23-a0ba-43719bacca0d.png,1200,1600,3,216,1079,336,1205,red blood cell
840,1,0,1,0f6004803d63ff30f023b2146c44ea42,/images/fcc2b245-f47f-447f-8527-275b0005677c.png,1200,1600,3,9,393,134,515,red blood cell
840,2,0,1,0f6004803d63ff30f023b2146c44ea42,/images/fcc2b245-f47f-447f-8527-275b0005677c.png,1200,1600,3,201,1027,329,1146,red blood cell
841,1,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,365,1456,477,1580,red blood cell
841,2,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,445,1042,570,1165,red blood cell
841,3,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,1043,1016,1143,1124,red blood cell
841,4,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,1062,1220,1180,1333,red blood cell
841,5,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,908,755,1032,886,red blood cell
841,6,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,241,1238,367,1359,red blood cell
841,7,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,353,100,462,210,red blood cell
841,8,0,1,02158ee8d6c02a9f587a8853141ccd5c,/images/bbecf1a8-a728-4c83-87f8-4dfbac0a1e03.png,1200,1600,3,619,1374,713,1476,red blood cell
842,1,0,1,636f9ca880f0b0c1911a9b1f5c134c95,/images/21417261-475a-456f-b03f-57ac85a6e106.png,1200,1600,3,429,592,546,706,red blood cell
842,2,0,1,636f9ca880f0b0c1911a9b1f5c134c95,/images/21417261-475a-456f-b03f-57ac85a6e106.png,1200,1600,3,234,1190,352,1304,red blood cell
842,3,0,1,636f9ca880f0b0c1911a9b1f5c134c95,/images/21417261-475a-456f-b03f-57ac85a6e106.png,1200,1600,3,882,1301,993,1412,red blood cell
843,1,0,1,3484858db88410da88d63f5dde499d55,/images/dd944a6b-c1d3-4f9f-bbdc-3709707984f7.png,1200,1600,3,652,660,781,784,red blood cell
844,1,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,491,1120,602,1246,red blood cell
844,2,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,359,1029,481,1146,red blood cell
844,3,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,747,516,867,633,red blood cell
844,4,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,506,147,622,257,red blood cell
844,5,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,833,622,942,721,red blood cell
844,6,0,1,dec020e11c4eed73360c65cb1b19f7f6,/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png,1200,1600,3,743,153,862,267,red blood cell
845,1,0,1,ff712503141d9a1ccaf3fa51305b9d84,/images/da111ca5-520f-4ea8-97ad-ae5fce58ee91.png,1200,1600,3,742,794,854,897,red blood cell
846,1,0,1,6cf7f3c0ed32cc1693de1b497ab366b1,/images/02fb5e19-6f94-4787-bb78-e550a29a3cbd.png,1200,1600,3,784,1117,893,1227,red blood cell
847,1,0,1,e3657caef61d675b127971811e23f301,/images/63055d1b-5221-4c80-8b39-37ac069a1b5c.png,1200,1600,3,466,694,557,796,red blood cell
848,1,0,1,b36bc36bcdd3f877621e8e70c4150acd,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,1200,1600,3,244,220,340,302,red blood cell
848,2,0,1,b36bc36bcdd3f877621e8e70c4150acd,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,1200,1600,3,353,892,447,990,red blood cell
848,3,0,1,b36bc36bcdd3f877621e8e70c4150acd,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,1200,1600,3,930,248,1038,361,red blood cell
848,4,0,1,b36bc36bcdd3f877621e8e70c4150acd,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,1200,1600,3,364,638,454,740,red blood cell
848,5,0,1,b36bc36bcdd3f877621e8e70c4150acd,/images/9e0e1928-d19a-4100-b093-0b962ac09e05.png,1200,1600,3,776,772,885,879,red blood cell
849,1,0,1,6eb303485c981f8e04fd003cb196dbd8,/images/9ebd623d-5534-4dd9-bff8-cdedf322db35.png,1200,1600,3,701,452,802,546,red blood cell
849,2,0,1,6eb303485c981f8e04fd003cb196dbd8,/images/9ebd623d-5534-4dd9-bff8-cdedf322db35.png,1200,1600,3,295,1435,393,1528,red blood cell
850,1,0,1,3bb77a1ed59c1d62e0d0829e9480ab4b,/images/997eabd9-55bf-4683-83c4-4cee4673a4ef.png,1200,1600,3,818,255,940,381,red blood cell
850,2,0,1,3bb77a1ed59c1d62e0d0829e9480ab4b,/images/997eabd9-55bf-4683-83c4-4cee4673a4ef.png,1200,1600,3,794,547,928,671,red blood cell
850,3,0,1,3bb77a1ed59c1d62e0d0829e9480ab4b,/images/997eabd9-55bf-4683-83c4-4cee4673a4ef.png,1200,1600,3,927,252,1045,364,red blood cell
850,4,0,1,3bb77a1ed59c1d62e0d0829e9480ab4b,/images/997eabd9-55bf-4683-83c4-4cee4673a4ef.png,1200,1600,3,971,460,1073,553,red blood cell
851,1,0,1,ac08337f0389fe65c0e4b3c8e6d399e4,/images/820bbfea-3dae-46fc-b61a-3d0ed2ea01c2.png,1200,1600,3,424,721,523,825,red blood cell
853,1,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,1035,463,1144,572,red blood cell
853,2,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,789,556,905,674,red blood cell
853,3,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,59,484,152,579,red blood cell
853,4,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,748,464,855,572,red blood cell
853,5,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,794,707,915,827,red blood cell
853,6,0,1,1ee4c1de45aad9a482b031aad53ca2d0,/images/58ced55c-bf0d-4204-b6b2-4f8992d92779.png,1200,1600,3,817,861,928,981,red blood cell
854,2,0,1,46ea82be3acea8df114c21054ea27bcf,/images/1dd3e6dd-343f-4cc9-b0ed-e4d27fb36f0a.png,1200,1600,3,519,800,629,923,red blood cell
855,1,0,1,07c48ac362f99c24eb5b035c64b18f25,/images/477e541c-0519-4542-9b13-8ee7922644d3.png,1200,1600,3,324,353,424,458,red blood cell
856,1,0,1,a4bfa880455567b7e74dea016e7616bd,/images/3e753a44-3264-438c-8389-a7822e4a84cc.png,1200,1600,3,791,1369,917,1483,red blood cell
856,2,0,1,a4bfa880455567b7e74dea016e7616bd,/images/3e753a44-3264-438c-8389-a7822e4a84cc.png,1200,1600,3,727,229,838,346,red blood cell
856,3,0,1,a4bfa880455567b7e74dea016e7616bd,/images/3e753a44-3264-438c-8389-a7822e4a84cc.png,1200,1600,3,684,780,808,913,red blood cell
857,1,0,1,6ebab4045482b946a0ed6455115b0129,/images/f7231477-f2c1-439a-9c8b-204de07686a4.png,1200,1600,3,307,960,425,1089,red blood cell
857,2,0,1,6ebab4045482b946a0ed6455115b0129,/images/f7231477-f2c1-439a-9c8b-204de07686a4.png,1200,1600,3,183,982,305,1103,red blood cell
859,1,0,1,dbd443383c5aaca0f0e08ef4ba93001c,/images/06cd484f-e864-4fee-8819-688b45eed98e.png,1200,1600,3,563,1414,669,1541,red blood cell
860,1,0,1,dcf9783590b43dc2882f9bf7fbc7c222,/images/78ac1e98-7062-4e27-8d58-25c392cae889.png,1200,1600,3,9,237,111,368,red blood cell
862,1,0,1,b579bec3de3ef70747e5c7d5993927d7,/images/afbb264e-ff60-443a-83f5-49d09be1b835.png,1200,1600,3,267,880,384,1000,red blood cell
863,1,0,1,8b087ea7264b2fa700e3544f01513529,/images/6b5ed184-cb15-4d54-93bb-9a3ca00184a1.png,1200,1600,3,317,464,444,597,red blood cell
864,1,0,1,d0b8fe37adee434886557506bd73b580,/images/5a105b89-c592-4d78-b208-7db6c6572752.png,1200,1600,3,988,530,1089,642,red blood cell
865,1,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,445,1419,548,1535,red blood cell
865,2,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,493,527,614,648,red blood cell
865,3,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,442,719,547,830,red blood cell
865,4,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,129,388,244,486,red blood cell
865,5,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,340,1473,451,1580,red blood cell
865,6,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,283,1362,379,1453,red blood cell
865,7,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,266,950,375,1057,red blood cell
865,8,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,683,1214,811,1339,red blood cell
865,9,0,1,478901c53e427d7c5cb9aa1191cf7b76,/images/ab27173b-6e30-4957-bd68-29194328fd39.png,1200,1600,3,72,957,177,1055,red blood cell
866,1,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,37,1268,149,1368,red blood cell
866,2,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,869,926,985,1046,red blood cell
866,3,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,1076,1010,1182,1119,red blood cell
866,4,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,216,1126,306,1210,red blood cell
866,5,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,58,990,161,1104,red blood cell
866,6,0,1,128a70c85a949f10beebd53732ed3c09,/images/eba73bff-fbe1-436d-9a5f-0a61331a0ea2.png,1200,1600,3,170,1424,302,1545,red blood cell
867,1,0,1,0eeab384c1ab690af8d5b28e35c8cf22,/images/1d4f06e1-9c9b-487e-84cd-e7e50cc754da.png,1200,1600,3,318,29,441,159,red blood cell
867,2,0,1,0eeab384c1ab690af8d5b28e35c8cf22,/images/1d4f06e1-9c9b-487e-84cd-e7e50cc754da.png,1200,1600,3,13,689,127,819,red blood cell
868,1,0,1,adf4ac5019a5459ad101a29b78729264,/images/05717db9-f1ef-4101-a9f7-7a007e83b1c9.png,1200,1600,3,992,765,1096,877,red blood cell
868,2,0,1,adf4ac5019a5459ad101a29b78729264,/images/05717db9-f1ef-4101-a9f7-7a007e83b1c9.png,1200,1600,3,739,1439,843,1546,red blood cell
869,1,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,726,395,848,512,red blood cell
869,2,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,30,507,134,620,red blood cell
869,3,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,467,1085,563,1189,red blood cell
869,4,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,611,88,725,212,red blood cell
869,5,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,791,1357,900,1469,red blood cell
869,6,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,903,571,1006,676,red blood cell
869,7,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,560,333,672,445,red blood cell
869,8,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,530,1399,635,1503,red blood cell
869,9,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,75,75,173,183,red blood cell
869,10,0,1,acb46777ca16ba7f7c0c53b044e6ef85,/images/913099c5-8085-4908-bf4b-1f098bbfcf66.png,1200,1600,3,147,129,251,241,red blood cell
870,1,0,1,5eed8c845835048859545f99991cf305,/images/71204a6d-814e-44b6-9cee-7b979f478021.png,1200,1600,3,49,182,141,270,red blood cell
870,2,0,1,5eed8c845835048859545f99991cf305,/images/71204a6d-814e-44b6-9cee-7b979f478021.png,1200,1600,3,77,291,173,372,red blood cell
870,3,0,1,5eed8c845835048859545f99991cf305,/images/71204a6d-814e-44b6-9cee-7b979f478021.png,1200,1600,3,228,34,326,130,red blood cell
870,4,0,1,5eed8c845835048859545f99991cf305,/images/71204a6d-814e-44b6-9cee-7b979f478021.png,1200,1600,3,746,417,854,516,red blood cell
871,1,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,592,1438,710,1559,red blood cell
871,2,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,411,1261,503,1362,red blood cell
871,3,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,798,1437,894,1546,red blood cell
871,4,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,710,864,827,990,red blood cell
871,5,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,951,1315,1048,1430,red blood cell
871,6,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,807,771,915,873,red blood cell
871,7,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,788,1077,899,1200,red blood cell
871,8,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,1084,960,1188,1068,red blood cell
871,10,0,1,c333fe9594bfe5fe04b5c0bcd1b9b2ad,/images/6fa2b30f-9b89-46ac-9b79-c0bc105d4271.png,1200,1600,3,983,1203,1094,1331,red blood cell
873,2,0,1,0222271eb51b0b62f66e90c12e494d70,/images/e13f2327-fbf4-4d84-a8c1-09cb1e449c8c.png,1200,1600,3,802,716,931,848,red blood cell
874,1,0,1,784ae94abc782aeef25928e22ba469d1,/images/9c4cb048-d64a-4b7f-84ff-ca28a8084fc7.png,1200,1600,3,433,406,563,529,red blood cell
875,1,0,1,b43e036ff4881dfc22b12aaa090eb47a,/images/f3d84be2-8af0-4d62-9f72-23d3dc08cbbe.png,1200,1600,3,543,431,655,547,red blood cell
876,1,0,1,be4c9e3ea4db731658783b1efaeecdc1,/images/55836297-fc8e-4e00-9767-0d12b86e4604.png,1200,1600,3,47,1155,144,1255,red blood cell
876,2,0,1,be4c9e3ea4db731658783b1efaeecdc1,/images/55836297-fc8e-4e00-9767-0d12b86e4604.png,1200,1600,3,964,1217,1062,1314,red blood cell
876,4,0,1,be4c9e3ea4db731658783b1efaeecdc1,/images/55836297-fc8e-4e00-9767-0d12b86e4604.png,1200,1600,3,772,557,891,676,red blood cell
877,1,0,1,bd470e2de79b0b98a2b8913692361051,/images/03359d4d-69cb-4146-8286-ca7399366f97.png,1200,1600,3,918,230,1046,335,red blood cell
